author,location,lat,lon
@rizermonique,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@mdponce,"Liverpool,North West,United Kingdom",53.407154,-2.991665
@PinkFox202,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@PhilRepetto,"Governador Valadares,Minas Gerais,Brazil",-18.8539497,-41.9458753
@DIAMOND3811,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@foreveryoursst,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@seanodavids,"Birmingham,West Midlands,United Kingdom",52.4796992,-1.9026911
@Yelissaaa,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@sandee0802,"Jakarta,Jakarta Raya,Indonesia",-6.1166622,106.7786307
@BLadyTuezdae,"Manchester,North West,United Kingdom",53.4794892,-2.2451148
@daveworld4000,"Bogota,Bogota,Colombia",4.5986988,-74.0758477
@TheBigDsEgo,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@JasAnouna,"Oxford,South East,United Kingdom",51.7520131,-1.2578499
@CBCAdrianH,"Ottawa,Ontario,Canada",45.421106,-75.690308
@simplyneham,"Cambridge,East,United Kingdom",52.2034823,0.1235817
@ruffandtuff,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Jasmine_Canada,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@sarahfulton2000,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@ElliceK33,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@kiranved09,"Hyderabad,Andhra Pradesh,India",15.8142734,78.0267508
@steffymunch,"Paris,Île-de-France,France",48.8566969,2.3514616
@john_f_hamer,"Montréal,Québec,Canada",45.4972159,-73.6103642
@OlmoArmas,"Paris,Île-de-France,France",48.8566969,2.3514616
@jbrown9070,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@CuteAngryAsian,"Hong Kong,Kowloon City,Hong Kong S.A.R.",22.381131,114.135572
@DeepakSharma_90,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@GatewayMedic,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@CanadaMoments,"Toronto,Ontario,Canada",43.653963,-79.387207
@mikelimtw,"Taipei,Taipei City,Taiwan",25.0375198,121.5636796
@La_Casella,"Montréal,Québec,Canada",45.4972159,-73.6103642
@cefilby,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@jesuisULCE,"Montréal,Québec,Canada",45.4972159,-73.6103642
@GREED_90,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@DurableHuman,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@DADvocacyCG,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@lyd_annie,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@OGrizzlez,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@plusleg1rl2015,"Lima,Lima Province,Peru",-12.0621065,-77.0365256
@pang5,"Tehran,Tehran,Iran",35.7006177,51.4013785
@sandoly,"Budapest,Budapest,Hungary",47.4983815,19.0404707
@itsreallyalexb,"Edmonton,Alberta,Canada",53.535411,-113.507996
@AlexanderGGall,"Toronto,Ontario,Canada",43.653963,-79.387207
@missadissa1,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@NickHoutBay,"Cape Town,Western Cape,South Africa",-33.928992,18.417396
@kwakuManu_,"Accra,Greater Accra,Ghana",5.5600141,-0.2057437
@MaddieDiMuccio,"Toronto,Ontario,Canada",43.653963,-79.387207
@obf4u,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@Chakanetza,"Perth,Western Australia,Australia",-31.9527121,115.8604796
@ByTomFrank,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@mdunjic,"Toronto,Ontario,Canada",43.653963,-79.387207
@pnwrunnerlass,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Bulbulia_Yusuf,"Toronto,Ontario,Canada",43.653963,-79.387207
@Dyferent1,"Barcelona,Cataluña,Spain",41.3828939,2.1774322
@paulconndc,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Mwirigi,"Nairobi,Nairobi,Kenya",-1.2832533,36.8172449
@iemilybailey,"Helsinki,Uusimaa,Finland",60.1674098,24.9425769
@TheTutorGroupTO,"Toronto,Ontario,Canada",43.653963,-79.387207
@vancityalvin,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@SurreyTeachers,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@SorryNotSorryEh,"Montréal,Québec,Canada",45.4972159,-73.6103642
@MoonLYRabbiT,"Bangkok,Central,Thailand",13.72443265,100.603385291676
@SmithRivasDC,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@GeliRaubal1,"Munich,Bayern,Germany",48.1371079,11.5753822
@MovingParadigms,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@JuanBar79369385,"Montevideo,Montevideo,Uruguay",-34.9059039,-56.1913569
@itsashleydee,"Edinburgh,Eastern,United Kingdom",55.929742,-3.306716
@savbrar,"Toronto,Ontario,Canada",43.653963,-79.387207
@valerie_jpg,"San Juan,Puerto Rico,Puerto Rico",18.465299,-66.116666
@TheDonnnieSharp,"Jakarta,Jakarta Raya,Indonesia",-6.1166622,106.7786307
@BREAKFITZ,"Toronto,Ontario,Canada",43.653963,-79.387207
@LunaRambo,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@agentgnocchi,"Montréal,Québec,Canada",45.4972159,-73.6103642
@yipengGe,"Ottawa,Ontario,Canada",45.421106,-75.690308
@Real_Afromiaki,"Johannesburg,Gauteng,South Africa",-26.205,28.049722
@AlanLunin,"Gijon,Asturias,Spain",43.51403535,-5.68674864058679
@t_tatiiii,"Toronto,Ontario,Canada",43.653963,-79.387207
@CaroleGordonBC,"Kelowna,British Columbia,Canada",49.889326,-119.498291
@cxw188,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@unicornvampyr,"Cairo,Al Qahirah,Egypt",30.1140559,31.4245533473314
@marcus_trini,"Port-of-Spain,Port of Spain,Trinidad and Tobago",10.6572678,-61.5180173
@PrannayKhosla,"Delhi,Delhi,India",28.6517178,77.2219388
@SJWorkman,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@nubiankemett,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@urbaninstitute,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@ApostolicKing,"Budapest,Budapest,Hungary",47.4983815,19.0404707
@IWV,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@samanthalauzon,"Montréal,Québec,Canada",45.4972159,-73.6103642
@AMacOnAir,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@bellenikita,"Kingston,Ontario,Canada",44.230687,-76.481323
@AlisonBarkoff,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@pinkpanther03,"Ottawa,Ontario,Canada",45.421106,-75.690308
@econhardship,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@TORI_Success4U,"Izmir,Aegean Region,Turkey",38.4153421,27.144474
@CassieKobrin,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@MaryAnnMcKenzie,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@selenadacostaPR,"Kitchener,Ontario,Canada",43.453168,-80.494423
@Bushrally,"Rawalpindi,Punjab,Pakistan",33.5914237,73.0535122
@karolinakanerva,"Newcastle,North East,United Kingdom",54.9738474,-1.6131572
@ihenaoc,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@Yabbut,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@souljahsingh,"Toronto,Ontario,Canada",43.653963,-79.387207
@dcwriter360,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@ramavenu,"Chennai,Tamil Nadu,India",13.0801721,80.2838331
@forGaltLine,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@KymMichelleWoo1,"Townsville,Queensland,Australia",-19.2569391,146.8239537
@kennorkin,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@diegodelunamx,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@Funny1060AM,"Calgary,Alberta,Canada",51.02532675,-114.049868485806
@LucyCac77855624,"Toronto,Ontario,Canada",43.653963,-79.387207
@Steve55018031,"Paris,Île-de-France,France",48.8566969,2.3514616
@KarenPVey,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@LYNNEBOARDMAN,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@LanaeErickson,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@firronsa86,"Moscow,Central,Russia",55.7504461,37.6174943
@kenyabigpict,"Nairobi,Nairobi,Kenya",-1.2832533,36.8172449
@JasSpin1,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@exciting2u,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@branajha_,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@RussmanonFunny,"Calgary,Alberta,Canada",51.02532675,-114.049868485806
@francvs,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@reporton,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@HermanJamer,"Medellin,Antioquia,Colombia",6.2443382,-75.573553
@stsoflima,"Lima,Lima Province,Peru",-12.0621065,-77.0365256
@isavega2017,"San Jose,San José,Costa Rica",9.9325427,-84.0795782
@LindsayKempFan,"Toronto,Ontario,Canada",43.653963,-79.387207
@ruthehammond,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@sburket,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@sarahelievans,"Ottawa,Ontario,Canada",45.421106,-75.690308
@gvta,"Victoria,British Columbia,Canada",48.4283182,-123.3649533
@Randy_Inzlingen,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@LLMillett,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Alphaa16147110,"Jakarta,Jakarta Raya,Indonesia",-6.1166622,106.7786307
@jay_horror,"Port-of-Spain,Port of Spain,Trinidad and Tobago",10.6572678,-61.5180173
@genna_ash,"Bristol,South West,United Kingdom",51.4538022,-2.5972985
@Mivasair,"Hamilton,Ontario,Canada",43.2425289,-79.9470423
@JimenaGuild,"Ottawa,Ontario,Canada",45.421106,-75.690308
@304TheRevTJ,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Brenzi777,"Brighton,South East,United Kingdom",50.8220399,-0.1374061
@jannahundal,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@abejenaru,"Brussels,Brussels,Belgium",50.8465573,4.351697
@Missjen325,"Toronto,Ontario,Canada",43.653963,-79.387207
@SmurfGG,"Jakarta,Jakarta Raya,Indonesia",-6.1166622,106.7786307
@CarolCzarkowski,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@ProfessorPardo,"London,Ontario,Canada",42.988576,-81.246643
@oconnor322,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@BradbuCraig,"Bremen,Bremen,Germany",53.0758196,8.8071646
@PhilipTerzian,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@andraydomise,"Toronto,Ontario,Canada",43.653963,-79.387207
@sdotbain,"Nassau,New Providence,The Bahamas",25.05745465,-77.3730494229207
@riley_fisher,"Calgary,Alberta,Canada",51.02532675,-114.049868485806
@nopenopenope_3,"San Juan,Puerto Rico,Puerto Rico",18.465299,-66.116666
@IWF,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@elviswcwong,"Toronto,Ontario,Canada",43.653963,-79.387207
@R4ND4LL_H,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@IanRGillespie,"Toronto,Ontario,Canada",43.653963,-79.387207
@RyanMKolton,"Manila,National Capital Region,Philippines",14.5906216,120.9799696
@ZivCarmon,"Singapore,Central Singapore,Singapore",1.3408528,103.878446863736
@narradino,"Dar es Salaam,Dar-Es-Salaam,United Republic of Tanzania",-6.8160837,39.2803583
@cmMcConnaughy,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@jddneary,"Hamilton,Ontario,Canada",43.2425289,-79.9470423
@albertcombrink,"Cape Town,Western Cape,South Africa",-33.928992,18.417396
@satyamchoudhuri,"Hamilton,Ontario,Canada",43.2425289,-79.9470423
@HuckleberryHaus,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@RunwayKitty,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@paisciego,"San Juan,Puerto Rico,Puerto Rico",18.465299,-66.116666
@chaddockcostelo,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@ballyaltonboy,"Belfast,Northern Ireland,United Kingdom",54.5964411,-5.9302761
@SamLapradeCFRE,"Ottawa,Ontario,Canada",45.421106,-75.690308
@ap236,"Barrie,Ontario,Canada",44.3893429,-79.6901711
@MAGA_Engineer,"Jakarta,Jakarta Raya,Indonesia",-6.1166622,106.7786307
@JamalS73,"Tel Aviv-Yafo,Tel Aviv,Israel",32.0818162,34.7805830500929
@soccerrave,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@the_mooonchild,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@Kelly_Sarmiento,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@LD_Advocate,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@shaylajwells,"Calgary,Alberta,Canada",51.02532675,-114.049868485806
@IchieWayne,"Abuja,Federal Capital Territory,Nigeria",9.0643305,7.4892974
@lkretzel1130,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@tdw_thickbeauty,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@NAISnetwork,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@malovinglife,"Manila,National Capital Region,Philippines",14.5906216,120.9799696
@AStealy,"Bremen,Bremen,Germany",53.0758196,8.8071646
@authorpjames,"Toronto,Ontario,Canada",43.653963,-79.387207
@eddiebyrd1963,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@luca_usa,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@PennilessScribe,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@mxlaniz,"Toronto,Ontario,Canada",43.653963,-79.387207
@CMANN66,"Winnipeg,Manitoba,Canada",49.884017,-97.168579
@clive_uttley,"Liverpool,North West,United Kingdom",53.407154,-2.991665
@luckdawg,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@TBLGuate96,"Guatemala,Guatemala,Guatemala",14.6222328,-90.5185188
@marketingpulpit,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@SmallBiz4Trump,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@NEWS1130,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@amarcitynews,"Toronto,Ontario,Canada",43.653963,-79.387207
@han_silverman_,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@AmnerysN,"San Juan,Puerto Rico,Puerto Rico",18.465299,-66.116666
@Gemma_White_,"Dubai,Dubay,United Arab Emirates",24.915858,55.362988
@household_ceo,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@LCPS_Counseling,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@Westcoastmaven,"Victoria,British Columbia,Canada",48.4283182,-123.3649533
@DavideFurman,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Willsdarlin,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@anonphilosophia,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@CityNewsVAN,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@_Enivette_,"San Juan,Puerto Rico,Puerto Rico",18.465299,-66.116666
@marianeladj,"Caracas,Distrito Capital,Venezuela",10.506098,-66.9146017
@FreelancingR,"Dhaka,Dhaka,Bangladesh",23.7593572,90.3788136
@ejliberatore,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@NoImAnnie,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@NeilB4Zod,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@AmyMcPhailClark,"Toronto,Ontario,Canada",43.653963,-79.387207
@christinemcdan,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@LaasyaK93,"Hyderabad,Andhra Pradesh,India",15.8142734,78.0267508
@HagelLawfirm,"Toronto,Ontario,Canada",43.653963,-79.387207
@AlexN1952,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@dmckee62,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@ekin_jejai,"Malacca,Melaka,Malaysia",2.2581969,102.246034
@NoIrisNoFlash,"Paris,Île-de-France,France",48.8566969,2.3514616
@MaryEli64807252,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@HereIsPegMacK,"Halifax,Nova Scotia,Canada",44.648618,-63.5859487
@kimlawton051,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@MEEKSVS,"Toronto,Ontario,Canada",43.653963,-79.387207
@CraigBonthron,"Glasgow,South Western,United Kingdom",55.860766,-4.268234
@plinfo1021,"Zürich,Zürich,Switzerland",47.3723941,8.5423328
@muthonikimathi,"Nairobi,Nairobi,Kenya",-1.2832533,36.8172449
@root_254,"Nairobi,Nairobi,Kenya",-1.2832533,36.8172449
@charles_kihuha,"Nairobi,Nairobi,Kenya",-1.2832533,36.8172449
@AprilAvant,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
